,Geographic Area,"April 1, 2000",2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,"April 1, 2010","July 1, 2010"
32,"Calhoun County, Texas",20645,20676,20762.0,20550.0,20575.0,20692.0,20715.0,20839.0,20888.0,21127.0,21388.0,21381,21360
33,"Callahan County, Texas",12873,12885,12703.0,12799.0,12913.0,13156.0,13281.0,13309.0,13418.0,13474.0,13548.0,13544,13540
34,"Cameron County, Texas",334884,336123,342368.0,350194.0,358492.0,366299.0,373429.0,380169.0,386306.0,393000.0,400303.0,406220,408054
35,"Camp County, Texas",11533,11568,11399.0,11549.0,11582.0,11715.0,11990.0,12068.0,12253.0,12331.0,12364.0,12401,12424
36,"Carson County, Texas",6503,6492,6385.0,6508.0,6391.0,6381.0,6449.0,6413.0,6361.0,6260.0,6220.0,6182,6165
37,"Cass County, Texas",30427,30412,30134.0,30120.0,30065.0,30053.0,30088.0,30095.0,30176.0,30217.0,30297.0,30464,30487
38,"Castro County, Texas",8276,8229,8155.0,8083.0,8037.0,7947.0,7908.0,7780.0,7737.0,7758.0,7856.0,8062,8110
39,"Chambers County, Texas",26006,26188,26811.0,27490.0,28021.0,28749.0,29388.0,29980.0,30714.0,31619.0,34230.0,35096,35311
40,"Cherokee County, Texas",46716,46790,47007.0,47136.0,47832.0,48315.0,48751.0,49162.0,49669.0,49976.0,50447.0,50845,50923
41,"Childress County, Texas",7697,7676,7531.0,7428.0,7411.0,7366.0,7205.0,7214.0,7148.0,7123.0,7030.0,7041,7060
42,"Clay County, Texas",10997,11064,11131.0,11292.0,11270.0,11278.0,11317.0,11157.0,11051.0,10843.0,10832.0,10752,10728
43,"Cochran County, Texas",3724,3707,3674.0,3521.0,3490.0,3373.0,3338.0,3257.0,3194.0,3100.0,3086.0,3127,3137
44,"Coke County, Texas",3865,3844,3810.0,3732.0,3678.0,3559.0,3540.0,3492.0,3375.0,3348.0,3310.0,3320,3324
45,"Coleman County, Texas",9232,9180,9103.0,8937.0,8827.0,8817.0,8739.0,8853.0,8774.0,8899.0,8867.0,8895,8892
46,"Collin County, Texas",491272,499118,534642.0,563565.0,589394.0,617802.0,647187.0,683935.0,714330.0,741264.0,765791.0,782341,788407
47,"Collingsworth County, Texas",3206,3193,3086.0,3093.0,3026.0,3028.0,2980.0,2952.0,2973.0,3017.0,3042.0,3057,3062
48,"Colorado County, Texas",20356,20326,20125.0,20328.0,20507.0,20450.0,20493.0,20608.0,20648.0,20818.0,20784.0,20874,20898
49,"Comal County, Texas",78022,78583,80630.0,82797.0,84837.0,88119.0,91018.0,95637.0,99540.0,103272.0,106350.0,108472,109382
50,"Comanche County, Texas",14027,13998,13710.0,13582.0,13526.0,13646.0,13746.0,13814.0,13775.0,13834.0,13912.0,13974,13981
51,"Concho County, Texas",3964,3963,3921.0,3959.0,3991.0,4018.0,4039.0,3957.0,4018.0,4108.0,4076.0,4087,4077
52,"Cooke County, Texas",36370,36433,36844.0,37390.0,37598.0,37815.0,38143.0,38241.0,38252.0,38223.0,38413.0,38437,38452
53,"Coryell County, Texas",74899,75199,74083.0,73135.0,71364.0,71943.0,72610.0,72217.0,73324.0,74552.0,74673.0,75388,75645
54,"Cottle County, Texas",1899,1883,1774.0,1726.0,1699.0,1679.0,1653.0,1577.0,1513.0,1527.0,1509.0,1505,1505
55,"Crane County, Texas",3996,3951,3893.0,3891.0,3847.0,3865.0,3840.0,3855.0,3976.0,4157.0,4333.0,4375,4383
56,"Crockett County, Texas",4099,4012,3844.0,3841.0,3862.0,3857.0,3851.0,3739.0,3759.0,3783.0,3740.0,3719,3711
57,"Crosby County, Texas",7072,7053,6955.0,6852.0,6718.0,6625.0,6521.0,6466.0,6262.0,6192.0,6057.0,6059,6059
58,"Culberson County, Texas",2979,2948,2865.0,2829.0,2778.0,2695.0,2648.0,2587.0,2536.0,2490.0,2384.0,2398,2403
59,"Dallam County, Texas",6213,6224,6210.0,6159.0,6148.0,6208.0,6238.0,6205.0,6336.0,6506.0,6571.0,6703,6738
60,"Dallas County, Texas",2216808,2220848,2249418.0,2250326.0,2246432.0,2244020.0,2250830.0,2275434.0,2291891.0,2314018.0,2346378.0,2368139,2377351
61,"Dawson County, Texas",14987,14935,14863.0,14429.0,14354.0,14062.0,14092.0,13987.0,13865.0,13804.0,13741.0,13833,13867
62,"Deaf Smith County, Texas",18565,18515,18391.0,18439.0,18454.0,18671.0,18737.0,18770.0,18916.0,19054.0,19084.0,19372,19447
63,"Delta County, Texas",5319,5323,5295.0,5366.0,5310.0,5409.0,5314.0,5355.0,5199.0,5252.0,5180.0,5231,5253
64,"Denton County, Texas",433065,438791,463688.0,487617.0,509732.0,529811.0,553669.0,584561.0,609001.0,630104.0,649702.0,662614,667053
65,"DeWitt County, Texas",19999,19943,20066.0,20015.0,20034.0,20176.0,20342.0,20108.0,19961.0,19902.0,20048.0,20097,20106
66,"Dickens County, Texas",2760,2724,2653.0,2679.0,2670.0,2641.0,2563.0,2466.0,2461.0,2400.0,2423.0,2444,2453
67,"Dimmit County, Texas",10205,10160,10030.0,10042.0,10075.0,9964.0,10031.0,9972.0,9845.0,9833.0,9848.0,9996,10040
68,"Donley County, Texas",3814,3813,3829.0,3825.0,3898.0,3915.0,3833.0,3779.0,3806.0,3688.0,3670.0,3677,3681
69,"Duval County, Texas",13073,13007,12830.0,12707.0,12570.0,12539.0,12426.0,12298.0,12097.0,11945.0,11917.0,11782,11739
70,"Eastland County, Texas",18289,18296,18061.0,18252.0,18333.0,18442.0,18533.0,18545.0,18636.0,18520.0,18497.0,18583,18602
71,"Ector County, Texas",121124,120694,120802.0,122199.0,122739.0,124163.0,125378.0,127476.0,130459.0,133064.0,136930.0,137130,137145
72,"Edwards County, Texas",2160,2143,2070.0,2056.0,2042.0,2027.0,2011.0,1995.0,2062.0,2084.0,2012.0,2002,1993
73,"Ellis County, Texas",111415,112330,115286.0,118737.0,122620.0,125733.0,129955.0,135276.0,139988.0,144394.0,147392.0,149610,150462
74,"El Paso County, Texas",679568,681729,689163.0,696446.0,705200.0,717652.0,728095.0,744795.0,755578.0,769930.0,786759.0,800647,804338
75,"Erath County, Texas",32981,33057,33045.0,33619.0,34131.0,34887.0,35336.0,36355.0,36678.0,37137.0,37594.0,37890,37948
76,"Falls County, Texas",18563,18522,18280.0,18090.0,18086.0,18066.0,17990.0,17945.0,17712.0,17698.0,17762.0,17866,17879
77,"Fannin County, Texas",31225,31334,31400.0,31808.0,32380.0,32692.0,33221.0,33540.0,33644.0,33870.0,33865.0,33915,33905
78,"Fayette County, Texas",21818,21864,22397.0,22668.0,22910.0,23107.0,23342.0,23631.0,23898.0,24347.0,24470.0,24554,24531
79,"Fisher County, Texas",4345,4340,4257.0,4242.0,4191.0,4118.0,4135.0,4098.0,4080.0,4065.0,4014.0,3974,3954
80,"Floyd County, Texas",7770,7734,7452.0,7289.0,7364.0,7130.0,6983.0,6855.0,6683.0,6528.0,6508.0,6446,6423
81,"Foard County, Texas",1621,1594,1606.0,1536.0,1513.0,1492.0,1439.0,1432.0,1383.0,1334.0,1321.0,1336,1341
82,"Fort Bend County, Texas",354286,358738,375708.0,397943.0,418747.0,441139.0,462953.0,490916.0,516564.0,542957.0,569130.0,585375,590350
83,"Franklin County, Texas",9431,9459,9521.0,9536.0,9597.0,9731.0,10745.0,10755.0,10799.0,10604.0,10601.0,10605,10614
84,"Freestone County, Texas",17851,17902,18127.0,18395.0,18483.0,18684.0,18843.0,19123.0,19162.0,19446.0,19743.0,19816,19831
85,"Frio County, Texas",16255,16203,16315.0,16467.0,16477.0,16532.0,16618.0,16720.0,16776.0,16939.0,17120.0,17217,17224
86,"Gaines County, Texas",14463,14473,14451.0,14453.0,14747.0,14978.0,15331.0,15707.0,16187.0,16641.0,17163.0,17526,17594
87,"Galveston County, Texas",250178,250675,254521.0,260096.0,265269.0,269760.0,274806.0,279182.0,283770.0,288643.0,287428.0,291309,292607
88,"Garza County, Texas",4876,4904,5275.0,5385.0,5531.0,5800.0,5742.0,5996.0,6049.0,6158.0,6368.0,6461,6449
89,"Gillespie County, Texas",20806,20902,21104.0,21585.0,22128.0,22454.0,22858.0,23487.0,23787.0,24206.0,24608.0,24837,24899
90,"Glasscock County, Texas",1413,1407,1351.0,1339.0,1332.0,1290.0,1273.0,1202.0,1164.0,1218.0,1224.0,1226,1228
91,"Goliad County, Texas",6923,7007,7020.0,7051.0,7135.0,7071.0,7070.0,7121.0,7142.0,7164.0,7157.0,7210,7223
92,"Gonzales County, Texas",18601,18642,18714.0,18882.0,19181.0,19370.0,19656.0,19633.0,19512.0,19538.0,19628.0,19807,19866
93,"Gray County, Texas",22742,22578,22171.0,21940.0,21762.0,21551.0,21776.0,22100.0,22438.0,22772.0,22719.0,22535,22456
94,"Grayson County, Texas",110574,110939,112330.0,113239.0,114421.0,114998.0,115666.0,117174.0,118331.0,118834.0,120069.0,120877,121145
95,"Gregg County, Texas",111328,111255,111791.0,112767.0,113775.0,114541.0,115402.0,117118.0,118260.0,119157.0,121238.0,121730,121854
96,"Grimes County, Texas",23544,23601,24219.0,24736.0,25016.0,25209.0,25350.0,25639.0,26046.0,26273.0,26422.0,26604,26659
97,"Guadalupe County, Texas",88856,89841,92626.0,95246.0,98137.0,101495.0,105585.0,111878.0,117667.0,123398.0,128265.0,131533,132431
98,"Hale County, Texas",36605,36581,35876.0,35598.0,35553.0,36259.0,36066.0,36162.0,36080.0,35662.0,35926.0,36273,36377
99,"Hall County, Texas",3782,3749,3750.0,3709.0,3699.0,3665.0,3613.0,3582.0,3440.0,3398.0,3343.0,3353,3355
100,"Hamilton County, Texas",8226,8239,8169.0,8069.0,8225.0,8181.0,8263.0,8389.0,8452.0,8497.0,8527.0,8517,8501
101,"Hansford County, Texas",5369,5347,5299.0,5242.0,5216.0,5209.0,5258.0,5293.0,5365.0,5512.0,5556.0,5613,5625
102,"Hardeman County, Texas",4723,4718,4609.0,4547.0,4534.0,4474.0,4417.0,4409.0,4296.0,4187.0,4086.0,4139,4152
103,"Hardin County, Texas",48075,48162,48463.0,49045.0,49472.0,50220.0,51141.0,51470.0,52446.0,53206.0,54228.0,54635,54748
104,"Harris County, Texas",3401139,3414239,3471291.0,3536682.0,3586133.0,3630185.0,3681829.0,3807435.0,3863344.0,3938580.0,4034866.0,4092459,4110771
105,"Harrison County, Texas",62096,62040,62256.0,62062.0,62018.0,62583.0,62811.0,63699.0,63661.0,64107.0,65185.0,65631,65766
106,"Hartley County, Texas",5538,5561,5601.0,5364.0,5789.0,5800.0,5794.0,5911.0,6047.0,5820.0,5970.0,6062,6066
107,"Haskell County, Texas",6091,6062,6034.0,5915.0,5883.0,5851.0,5904.0,5817.0,5802.0,5839.0,5862.0,5899,5890
108,"Hays County, Texas",97918,99267,104739.0,111397.0,115665.0,119395.0,125302.0,132111.0,140480.0,147674.0,153619.0,157107,158312
109,"Hemphill County, Texas",3353,3335,3327.0,3357.0,3362.0,3410.0,3480.0,3523.0,3538.0,3680.0,3802.0,3807,3797
110,"Henderson County, Texas",73105,73332,73762.0,74712.0,76349.0,77807.0,78001.0,78404.0,78178.0,78033.0,78231.0,78532,78647
111,"Hidalgo County, Texas",569099,573216,590067.0,610520.0,632475.0,653779.0,674982.0,695352.0,715264.0,736694.0,757468.0,774769,780087
112,"Hill County, Texas",32301,32539,32766.0,33120.0,33755.0,34064.0,34203.0,34484.0,34650.0,34997.0,35005.0,35089,35136
113,"Hockley County, Texas",22719,22670,22662.0,22745.0,22955.0,22919.0,23094.0,22912.0,22844.0,22958.0,23086.0,22935,22864
114,"Hood County, Texas",40987,41323,42425.0,43344.0,44448.0,45411.0,46470.0,47952.0,48870.0,50112.0,50841.0,51182,51306
115,"Hopkins County, Texas",31960,31999,32203.0,32335.0,32625.0,33061.0,33330.0,33746.0,34331.0,34472.0,34919.0,35161,35230
116,"Houston County, Texas",23148,23135,23122.0,23257.0,23336.0,23578.0,23500.0,23551.0,23641.0,23635.0,23660.0,23732,23723
117,"Howard County, Texas",33630,33489,33279.0,33479.0,33396.0,33403.0,33277.0,33328.0,33817.0,34393.0,34882.0,35012,35003
118,"Hudspeth County, Texas",3349,3357,3405.0,3398.0,3345.0,3345.0,3416.0,3459.0,3462.0,3374.0,3423.0,3476,3487
119,"Hunt County, Texas",76562,76932,78431.0,80234.0,80958.0,82092.0,82822.0,83770.0,84351.0,84447.0,85261.0,86129,86353
120,"Hutchinson County, Texas",23864,23778,23247.0,23116.0,22773.0,22478.0,22209.0,22176.0,22138.0,21851.0,22184.0,22150,22122
121,"Irion County, Texas",1765,1758,1673.0,1697.0,1672.0,1629.0,1613.0,1649.0,1609.0,1571.0,1587.0,1599,1606
122,"Jack County, Texas",8751,8752,8710.0,8916.0,8965.0,9028.0,9092.0,9177.0,9068.0,9030.0,9057.0,9044,9028
123,"Jackson County, Texas",14387,14397,14187.0,14172.0,14070.0,14039.0,14037.0,13954.0,13857.0,13957.0,14089.0,14075,14077
124,"Jasper County, Texas",35552,35552,35722.0,35692.0,35580.0,35493.0,35558.0,34861.0,35069.0,35170.0,35331.0,35710,35809
125,"Jeff Davis County, Texas",2207,2233,2234.0,2201.0,2235.0,2242.0,2249.0,2264.0,2277.0,2316.0,2326.0,2342,2346
126,"Jefferson County, Texas",251968,251667,250137.0,250146.0,250183.0,250638.0,250849.0,245962.0,247629.0,249430.0,251332.0,252273,252390
127,"Jim Hogg County, Texas",5283,5275,5194.0,5220.0,5148.0,5173.0,5194.0,5160.0,5131.0,5198.0,5260.0,5300,5306
128,"Jim Wells County, Texas",39344,39361,39701.0,39821.0,40008.0,40309.0,40449.0,40393.0,40654.0,40554.0,40633.0,40838,40919
129,"Johnson County, Texas",126622,127627,130795.0,133399.0,136264.0,138833.0,140692.0,142501.0,145123.0,148635.0,150583.0,150934,151211
130,"Jones County, Texas",20794,20754,20294.0,20293.0,20355.0,20298.0,20232.0,20242.0,20102.0,20131.0,20093.0,20202,20215
131,"Karnes County, Texas",15438,15403,15340.0,15178.0,15119.0,15109.0,14967.0,14985.0,14900.0,14867.0,14805.0,14824,14841
132,"Kaufman County, Texas",71452,72270,75223.0,77693.0,81322.0,84240.0,87388.0,91395.0,95694.0,99285.0,101709.0,103350,103927
133,"Kendall County, Texas",23793,23980,24433.0,24975.0,25892.0,26650.0,27849.0,29134.0,30330.0,31754.0,32655.0,33410,33700
134,"Kenedy County, Texas",414,420,421.0,429.0,428.0,440.0,457.0,426.0,415.0,410.0,403.0,416,419
135,"Kent County, Texas",859,833,808.0,815.0,795.0,791.0,784.0,770.0,788.0,787.0,793.0,808,809
136,"Kerr County, Texas",43646,43848,44331.0,44894.0,45278.0,46054.0,46809.0,47840.0,48352.0,48852.0,49427.0,49625,49658
137,"Kimble County, Texas",4461,4484,4494.0,4521.0,4510.0,4562.0,4609.0,4578.0,4518.0,4520.0,4623.0,4607,4599
138,"King County, Texas",356,358,313.0,308.0,311.0,316.0,289.0,285.0,284.0,272.0,279.0,286,289
139,"Kinney County, Texas",3375,3387,3419.0,3463.0,3394.0,3395.0,3449.0,3488.0,3546.0,3507.0,3568.0,3598,3598
140,"Kleberg County, Texas",31610,31590,31315.0,31413.0,31339.0,31362.0,31242.0,31149.0,31370.0,31555.0,31876.0,32061,32106
141,"Knox County, Texas",4253,4253,4070.0,4044.0,4018.0,3940.0,3822.0,3788.0,3721.0,3650.0,3647.0,3719,3732
142,"Lamar County, Texas",48491,48596,48522.0,48826.0,49159.0,49233.0,49344.0,49386.0,49387.0,49467.0,49600.0,49793,49842
143,"Lamb County, Texas",14713,14663,14566.0,14658.0,14675.0,14584.0,14583.0,14338.0,14270.0,14036.0,13791.0,13977,14025
144,"Lampasas County, Texas",17827,17900,18027.0,18425.0,18579.0,19664.0,18906.0,19472.0,19728.0,19812.0,19652.0,19677,19721
145,"La Salle County, Texas",5863,5898,5934.0,6098.0,6169.0,6322.0,6542.0,6549.0,6675.0,6653.0,6771.0,6886,6899
146,"Lavaca County, Texas",19217,19190,18958.0,19101.0,19152.0,19130.0,19185.0,19181.0,19238.0,19185.0,19226.0,19263,19256
147,"Lee County, Texas",15650,15701,16008.0,16131.0,16234.0,16220.0,16330.0,16348.0,16421.0,16550.0,16565.0,16612,16610
148,"Leon County, Texas",15307,15395,15452.0,15718.0,15795.0,15837.0,16104.0,16334.0,16390.0,16832.0,16862.0,16801,16780
149,"Liberty County, Texas",70196,70576,71679.0,73280.0,73734.0,74285.0,74303.0,74269.0,74515.0,74915.0,75041.0,75643,75868
150,"Limestone County, Texas",22050,22053,22159.0,22486.0,22721.0,22942.0,22919.0,23093.0,23090.0,23065.0,23173.0,23384,23428
151,"Lipscomb County, Texas",3050,3025,2948.0,3033.0,3097.0,3028.0,3057.0,3115.0,3178.0,3183.0,3326.0,3302,3286
152,"Live Oak County, Texas",12262,12233,12071.0,11955.0,11768.0,11689.0,11631.0,11559.0,11528.0,11479.0,11410.0,11531,11560
153,"Llano County, Texas",16996,17077,17499.0,17872.0,18153.0,18220.0,18425.0,18502.0,18935.0,19034.0,19175.0,19301,19316
154,"Loving County, Texas",67,65,66.0,75.0,72.0,55.0,70.0,75.0,79.0,61.0,77.0,82,83
155,"Lubbock County, Texas",242644,243109,246616.0,249407.0,253388.0,255669.0,257779.0,261761.0,265215.0,268197.0,274252.0,278831,280237
156,"Lynn County, Texas",6547,6489,6444.0,6421.0,6232.0,6172.0,6178.0,6192.0,5989.0,5932.0,5927.0,5915,5902
157,"McCulloch County, Texas",8203,8175,8034.0,7927.0,8033.0,8164.0,8117.0,8183.0,8105.0,8203.0,8365.0,8283,8246
158,"McLennan County, Texas",213525,213967,215099.0,216571.0,218744.0,221353.0,222794.0,224452.0,226741.0,229037.0,231679.0,234906,236028
159,"McMullen County, Texas",847,843,819.0,795.0,801.0,735.0,789.0,765.0,773.0,736.0,699.0,707,712
160,"Madison County, Texas",12945,12967,13680.0,12797.0,12989.0,13146.0,13136.0,13264.0,13353.0,13340.0,13483.0,13664,13725
161,"Marion County, Texas",10939,10950,11077.0,11032.0,11120.0,11004.0,10980.0,10992.0,10951.0,10748.0,10669.0,10546,10494
162,"Martin County, Texas",4746,4720,4697.0,4654.0,4553.0,4398.0,4447.0,4443.0,4494.0,4558.0,4710.0,4799,4825
163,"Mason County, Texas",3735,3734,3743.0,3725.0,3762.0,3811.0,3813.0,3862.0,3897.0,3876.0,3982.0,4012,4022
164,"Matagorda County, Texas",37919,37873,37804.0,37662.0,37695.0,37388.0,37132.0,36743.0,36452.0,36708.0,36579.0,36702,36751
165,"Maverick County, Texas",47285,47343,47594.0,48408.0,49123.0,49627.0,50140.0,50951.0,51367.0,52190.0,53434.0,54258,54521
166,"Medina County, Texas",39318,39484,40053.0,40707.0,41549.0,42363.0,42977.0,43936.0,44577.0,45131.0,45605.0,46006,46115
167,"Menard County, Texas",2357,2342,2321.0,2340.0,2311.0,2265.0,2212.0,2199.0,2176.0,2217.0,2227.0,2242,2243
168,"Midland County, Texas",116034,115560,116180.0,117717.0,119164.0,120746.0,122516.0,125844.0,128954.0,132502.0,136238.0,136872,136975
169,"Milam County, Texas",24235,24290,24445.0,24981.0,24917.0,25136.0,25017.0,25082.0,24946.0,25065.0,24864.0,24757,24714
170,"Mills County, Texas",5143,5107,4983.0,4973.0,4885.0,4880.0,4957.0,4854.0,4871.0,4876.0,4877.0,4936,4955
171,"Mitchell County, Texas",9696,9628,9576.0,9420.0,9366.0,9280.0,9322.0,9279.0,9339.0,9285.0,9399.0,9403,9407
172,"Montague County, Texas",19108,19166,19196.0,19170.0,19388.0,19444.0,19551.0,19781.0,19822.0,19882.0,19768.0,19719,19694
173,"Montgomery County, Texas",293779,297296,311437.0,326466.0,341499.0,357607.0,372541.0,392497.0,411416.0,429818.0,445836.0,455746,459018
174,"Moore County, Texas",20123,20121,20281.0,20155.0,20223.0,20389.0,20312.0,20558.0,20469.0,20917.0,21575.0,21904,21990
175,"Morris County, Texas",13043,13027,13179.0,13170.0,13139.0,12983.0,13012.0,13168.0,13251.0,13092.0,12954.0,12934,12918
176,"Motley County, Texas",1421,1435,1340.0,1311.0,1319.0,1270.0,1257.0,1236.0,1228.0,1197.0,1200.0,1210,1215
177,"Nacogdoches County, Texas",59197,59224,59541.0,59422.0,59816.0,60427.0,60939.0,61750.0,62274.0,62957.0,64012.0,64524,64710
178,"Navarro County, Texas",45113,45202,45577.0,45937.0,46078.0,46545.0,46854.0,47338.0,47272.0,47408.0,47584.0,47735,47812
179,"Newton County, Texas",15054,15038,15023.0,14945.0,14938.0,14560.0,14625.0,14349.0,14335.0,14393.0,14446.0,14445,14423
180,"Nolan County, Texas",15805,15947,15503.0,15194.0,15148.0,15013.0,14745.0,14740.0,14750.0,15093.0,15128.0,15216,15238
181,"Nueces County, Texas",313512,313673,313670.0,316256.0,317632.0,321879.0,325515.0,329113.0,330512.0,333526.0,338220.0,340223,340480
182,"Ochiltree County, Texas",9001,8988,9134.0,9106.0,8981.0,9149.0,9384.0,9557.0,9812.0,9962.0,10225.0,10223,10211
183,"Oldham County, Texas",2183,2186,2132.0,2069.0,2072.0,2039.0,2010.0,2010.0,1992.0,2004.0,2040.0,2052,2054
184,"Orange County, Texas",85033,84930,84108.0,83813.0,83553.0,83580.0,83500.0,81687.0,82255.0,82612.0,81586.0,81837,81930
185,"Palo Pinto County, Texas",27015,27074,27128.0,27144.0,27294.0,27276.0,27511.0,27859.0,27679.0,27916.0,28071.0,28111,28112
186,"Panola County, Texas",22759,22764,22773.0,22953.0,23021.0,22892.0,23140.0,23456.0,23351.0,23537.0,23678.0,23796,23824
187,"Parker County, Texas",88429,89159,91660.0,94092.0,97041.0,99320.0,101891.0,105387.0,109408.0,112911.0,115802.0,116927,117283
188,"Parmer County, Texas",10008,9991,9842.0,10032.0,10155.0,10168.0,10099.0,10035.0,10075.0,9994.0,10082.0,10269,10306
189,"Pecos County, Texas",16793,16667,16284.0,16084.0,15709.0,15554.0,15385.0,15403.0,15321.0,15251.0,15490.0,15507,15535
190,"Polk County, Texas",41152,41539,42945.0,43928.0,44779.0,45315.0,45472.0,45495.0,45727.0,45794.0,45537.0,45413,45395
191,"Potter County, Texas",113655,113762,114307.0,115427.0,117067.0,117682.0,118771.0,119780.0,119537.0,119740.0,120118.0,121073,121446
192,"Presidio County, Texas",7304,7355,7409.0,7534.0,7583.0,7561.0,7719.0,7638.0,7712.0,7683.0,7593.0,7818,7888
193,"Rains County, Texas",9128,9196,9664.0,9985.0,10290.0,10446.0,10589.0,10830.0,10994.0,11022.0,10956.0,10914,10908
194,"Randall County, Texas",104176,104609,105399.0,106286.0,107607.0,109441.0,111113.0,112464.0,114782.0,116518.0,119084.0,120725,121208
195,"Reagan County, Texas",3325,3290,3230.0,3189.0,3130.0,3161.0,3143.0,3160.0,3260.0,3339.0,3377.0,3367,3352
196,"Real County, Texas",3046,3067,3020.0,3020.0,3123.0,3138.0,3154.0,3264.0,3308.0,3241.0,3274.0,3309,3310
197,"Red River County, Texas",14314,14297,14156.0,13914.0,13703.0,13584.0,13444.0,13237.0,13072.0,12922.0,12835.0,12860,12870
198,"Reeves County, Texas",13141,13115,13022.0,13017.0,12910.0,12721.0,12675.0,12747.0,13039.0,13211.0,13550.0,13783,13798
199,"Refugio County, Texas",7830,7827,7765.0,7665.0,7563.0,7630.0,7601.0,7548.0,7414.0,7430.0,7410.0,7383,7369
200,"Roberts County, Texas",887,884,880.0,862.0,825.0,841.0,855.0,849.0,887.0,904.0,929.0,929,929
201,"Robertson County, Texas",15972,16062,16132.0,16053.0,16074.0,16260.0,16509.0,16581.0,16546.0,16535.0,16604.0,16622,16603
202,"Rockwall County, Texas",43023,43755,46697.0,50078.0,53397.0,56477.0,60349.0,66117.0,70851.0,73929.0,76654.0,78337,79003
203,"Runnels County, Texas",11473,11458,11148.0,11002.0,10815.0,10774.0,10842.0,10587.0,10506.0,10444.0,10392.0,10501,10530
204,"Rusk County, Texas",47410,47456,47837.0,48244.0,48540.0,49160.0,49703.0,50415.0,51278.0,52195.0,52799.0,53330,53393
205,"Sabine County, Texas",10400,10388,10435.0,10477.0,10482.0,10498.0,10445.0,10583.0,10541.0,10565.0,10721.0,10834,10853
206,"San Augustine County, Texas",8939,8959,8860.0,8985.0,9034.0,9085.0,9060.0,9128.0,9048.0,9039.0,8938.0,8865,8827
